codice_scuola|pc_desktop|pc_laptop|lim_aula|lim_laboratorio|lim_mobili|paule_lan|paule_wifi
"NOAA820045"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA820056"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA824019"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA82701R"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOAA82702T"|"0,00"|"12,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOCT704004"|"10,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE00401A"|"20,00"|"3,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOEE00405E"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOEE00406G"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOEE00407L"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOEE006012"|"20,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE006023"|"8,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE006045"|"11,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE00701T"|"24,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE00801N"|"12,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE00802P"|"11,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE00803Q"|"10,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE01001N"|"10,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE01007X"|"4,00"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE010081"|"10,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE010092"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE01501R"|"10,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,05"|"0,00"
"NOEE01502T"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE01503V"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE015051"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE015073"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE015084"|"3,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE015095"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE015107"|"11,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,06"|"0,06"
"NOEE021025"|"12,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE021036"|"48,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE02904T"|"18,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE02905V"|"78,00"|"3,00"|"0,00"|"1,00"|"0,00"|"1,00"|"1,00"
"NOEE02916B"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE035056"|"12,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE04501L"|"10,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE04502N"|"13,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE04503P"|"13,00"|"1,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE804019"|"8,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE80402A"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE80403B"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE805015"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE805026"|"7,00"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"|"1,00"
"NOEE805037"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NOEE805048"|"18,00"|"1,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOEE806011"|"3,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE806022"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE806033"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE80701R"|"6,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE80702T"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE80703V"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE80704X"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE807051"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE807062"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE80801L"|"7,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE80802N"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE80901C"|"15,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE81001L"|"9,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81101C"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81102D"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81103E"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,09"|"0,00"
"NOEE812018"|"10,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE812029"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81203A"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81204B"|"14,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE813014"|"42,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81401X"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE814032"|"0,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE814043"|"14,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE814065"|"5,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE814076"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE814087"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE814098"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81501Q"|"13,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81503T"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81504V"|"14,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81505X"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81601G"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOEE81602L"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81604P"|"8,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81702C"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81703D"|"17,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81704E"|"3,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,66"
"NOEE81705G"|"10,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81706L"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE81707N"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE818017"|"23,00"|"68,00"|"2,00"|"0,00"|"0,00"|"0,05"|"0,00"
"NOEE819013"|"17,00"|"1,00"|"2,00"|"1,00"|"0,00"|"0,10"|"0,00"
"NOEE819024"|"10,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE819035"|"11,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE819046"|"12,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,14"|"0,00"
"NOEE819057"|"4,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE819068"|"0,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE819079"|"16,00"|"0,00"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE820017"|"5,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE820028"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE820039"|"2,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE82004A"|"6,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE82005B"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE82006C"|"6,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE821013"|"11,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE821024"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE82201V"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE82301P"|"12,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE82302Q"|"6,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE82303R"|"10,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE82401E"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE82402G"|"15,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE82501A"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE82502B"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE82503C"|"6,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE826016"|"12,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOEE826027"|"22,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOEE827012"|"28,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,09"|"0,00"
"NOEE827023"|"0,00"|"12,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOMM005004"|"6,00"|"0,00"|"3,00"|"0,00"|"0,00"|"0,12"|"0,00"
"NOMM00800G"|"24,00"|"3,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOMM154017"|"36,00"|"5,00"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOMM184002"|"48,00"|"0,00"|"4,00"|"0,00"|"0,00"|"0,20"|"0,00"
"NOMM804018"|"12,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM805014"|"10,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,33"|"0,66"
"NOMM805025"|"14,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,33"|"1,00"
"NOMM80601X"|"11,00"|"0,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NOMM80701Q"|"9,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NOMM80702R"|"4,00"|"0,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NOMM80703T"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOMM80801G"|"15,00"|"1,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM80901B"|"20,00"|"1,00"|"3,00"|"0,00"|"0,00"|"0,33"|"0,00"
"NOMM81001G"|"44,00"|"4,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM81101B"|"18,00"|"1,00"|"3,00"|"0,00"|"0,00"|"0,33"|"0,00"
"NOMM81102C"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,16"|"0,00"
"NOMM812017"|"13,00"|"3,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,11"
"NOMM812028"|"8,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,16"|"0,00"
"NOMM813013"|"22,00"|"5,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM81401V"|"4,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM81402X"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM81501P"|"16,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM81601E"|"16,00"|"7,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM81701A"|"10,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,75"
"NOMM81702B"|"28,00"|"3,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,50"
"NOMM81703C"|"15,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM818016"|"39,00"|"50,00"|"6,00"|"1,00"|"0,00"|"0,00"|"1,00"
"NOMM819012"|"14,00"|"1,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM819023"|"25,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM819034"|"12,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,14"|"0,00"
"NOMM820016"|"19,00"|"4,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,40"
"NOMM821012"|"79,00"|"3,00"|"4,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NOMM82202V"|"6,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM82203X"|"10,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM82301N"|"30,00"|"3,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM82401D"|"13,00"|"1,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOMM826015"|"21,00"|"3,00"|"4,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NOPC07000L"|"59,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,03"|"0,00"
"NOPM010005"|"119,00"|"4,00"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOPS00401T"|"122,00"|"38,00"|"4,00"|"1,00"|"0,00"|"0,07"|"0,00"
"NOPS010004"|"57,00"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOPS04000X"|"48,00"|"6,00"|"1,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NOPS040011"|"104,00"|"3,00"|"1,00"|"0,00"|"0,00"|"0,11"|"0,88"
"NOPS07000Q"|"24,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NORA00301G"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,11"|"0,00"
"NORC01000L"|"77,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,04"|"0,00"
"NORI02000X"|"50,00"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOSL010001"|"25,00"|"5,00"|"1,00"|"0,00"|"0,00"|"0,55"|"0,00"
"NOSL010023"|"27,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NOTA00301B"|"79,00"|"2,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOTA00302C"|"31,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,22"
"NOTD002012"|"53,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NOTD00401N"|"35,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOTF02000R"|"103,00"|"10,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"
"NOTF03000B"|"683,00"|"14,00"|"0,00"|"1,00"|"0,00"|"0,84"|"0,84"
"NOTF040002"|"306,00"|"13,00"|"2,00"|"0,00"|"0,00"|"1,00"|"1,00"
"NOTF04050B"|"294,00"|"10,00"|"1,00"|"0,00"|"0,00"|"0,82"|"0,17"
"NOTL01000A"|"68,00"|"26,00"|"1,00"|"0,00"|"0,00"|"0,34"|"1,00"
"NOVC010008"|"24,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUAA00901D"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA00903G"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA00904L"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA00906P"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA018018"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA018029"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA01803A"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA01804B"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA01806D"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA019025"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA019058"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA02109C"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA02110E"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA03101P"|"3,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA03106X"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NUAA031082"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA031093"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA03706V"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA03707X"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA047018"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA04703A"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA821013"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA82301P"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA82402G"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA826016"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA82801T"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA83001T"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA83201D"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA83202E"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA83203G"|"1,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA835011"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA83701L"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA839018"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA841018"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA842014"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA842025"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA84601B"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA847017"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA84901V"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA850024"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA850035"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA855027"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA856012"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA85801N"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUAA86001N"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA862019"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA86202A"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA863015"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA863026"|"5,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA863048"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA864011"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA864022"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA86502T"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA86701C"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA868029"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA869014"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA869025"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA869036"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUAA869047"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUCT700002"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUCT70100T"|"13,00"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUCT70200N"|"0,00"|"6,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NUEE00901P"|"41,00"|"2,00"|"3,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NUEE00902Q"|"14,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE00904T"|"16,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUEE01801D"|"21,00"|"6,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NUEE01802E"|"14,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE01805N"|"9,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE01806P"|"14,00"|"8,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE019019"|"13,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE01909N"|"8,00"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE021019"|"22,00"|"3,00"|"1,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NUEE02105D"|"61,00"|"1,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUEE02601C"|"42,00"|"42,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUEE03101X"|"0,00"|"10,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUEE031021"|"36,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUEE031087"|"3,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUEE03701V"|"23,00"|"19,00"|"2,00"|"2,00"|"0,00"|"1,00"|"0,00"
"NUEE04701D"|"35,00"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE04702E"|"27,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE819018"|"0,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE819029"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE81903A"|"11,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUEE82001C"|"17,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE82003E"|"26,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE821018"|"16,00"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE821029"|"1,00"|"5,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUEE82301X"|"20,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE823021"|"12,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE823032"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE82401Q"|"12,00"|"11,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE82402R"|"4,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE82403T"|"12,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NUEE82601B"|"58,00"|"7,00"|"0,00"|"0,00"|"1,00"|"0,25"|"0,08"
"NUEE827017"|"8,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NUEE827039"|"14,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
